# BUSCO version is: 5.8.0 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
10350at4891	Complete	h1tg000012l_path	362028	360473	-	642.4	357	https://www.orthodb.org/v10?query=10350at4891	ATP-dependent RNA helicase DBP3
10359at4891	Complete	h1tg000012l_path	979338	978139	-	525.9	333	https://www.orthodb.org/v10?query=10359at4891	Succinate--CoA ligase 
10361at4891	Missing
10391at4891	Complete	h1tg000002l_path	381587	379035	-	515.2	401	https://www.orthodb.org/v10?query=10391at4891	Tetratricopeptide repeat
10450at4891	Complete	h1tg000016l_path	346085	344139	-	661.8	470	https://www.orthodb.org/v10?query=10450at4891	DNA replication origin binding
10497at4891	Missing
10591at4891	Complete	h1tg000002l_path	728261	730247	+	298.7	417	https://www.orthodb.org/v10?query=10591at4891	Similar to Saccharomyces cerevisiae YDR137W RGP1 Subunit of a Golgi membrane exchange factor (Ric1p-Rgp1p) that catalyzes nucleotide exchange on Ypt6p
10608at4891	Complete	h1tg000007l_path	87112	85802	-	489.7	330	https://www.orthodb.org/v10?query=10608at4891	tRNA guanosine-2'-O-methyltransferase
10618at4891	Complete	h1tg000002l_path	281953	280415	-	406.2	265	https://www.orthodb.org/v10?query=10618at4891	Protein kinase domain
10619at4891	Complete	h1tg000004l_path	150233	148623	-	422.1	363	https://www.orthodb.org/v10?query=10619at4891	Thiamine phosphate synthase
10626at4891	Complete	h1tg000011l_path	251653	253539	+	597.9	430	https://www.orthodb.org/v10?query=10626at4891	Oxoglutarate/iron-dependent dioxygenase
10638at4891	Complete	h1tg000017l_path	108871	110108	+	553.8	312	https://www.orthodb.org/v10?query=10638at4891	tRNA-dihydrouridine synthase
10646at4891	Complete	h1tg000015l_path	78613	77282	-	502.4	319	https://www.orthodb.org/v10?query=10646at4891	Aminoacyl-tRNA synthetase, class II
10649at4891	Complete	h1tg000016l_path	252667	251303	-	402.6	309	https://www.orthodb.org/v10?query=10649at4891	WD40-repeat-containing domain
10660at4891	Complete	h1tg000016l_path	990885	992846	+	709.2	440	https://www.orthodb.org/v10?query=10660at4891	Coronin
10670at4891	Complete	h1tg000012l_path	500061	498634	-	329.7	315	https://www.orthodb.org/v10?query=10670at4891	SWR1-complex protein 4
10684at4891	Complete	h1tg000009l_path	620758	622404	+	427.1	338	https://www.orthodb.org/v10?query=10684at4891	SH3 domain
10695at4891	Complete	h1tg000013l_path	85384	87807	+	346.1	384	https://www.orthodb.org/v10?query=10695at4891	Cadherin-like
10719at4891	Missing
10727at4891	Complete	h1tg000002l_path	671240	673315	+	264.4	309	https://www.orthodb.org/v10?query=10727at4891	TRAPP III complex, Trs85
10743at4891	Complete	h1tg000004l_path	88618	90378	+	364.4	458	https://www.orthodb.org/v10?query=10743at4891	Signal recognition particle subunit SRP68
10759at4891	Complete	h1tg000003l_path	106208	104827	-	583.9	401	https://www.orthodb.org/v10?query=10759at4891	Heat shock protein DnaJ, cysteine-rich domain
10800at4891	Complete	h1tg000002l_path	1413303	1415115	+	762.3	410	https://www.orthodb.org/v10?query=10800at4891	Non-specific serine/threonine protein kinase
10825at4891	Complete	h1tg000012l_path	915432	916742	+	658.3	372	https://www.orthodb.org/v10?query=10825at4891	Zf-ZPR1-domain-containing protein
10849at4891	Missing
10854at4891	Complete	h1tg000012l_path	266345	267709	+	416.7	315	https://www.orthodb.org/v10?query=10854at4891	mRNA-capping enzyme subunit alpha
10861at4891	Complete	h1tg000016l_path	153896	151458	-	312.3	394	https://www.orthodb.org/v10?query=10861at4891	FAS1 domain
10872at4891	Complete	h1tg000014l_path	436649	438442	+	624.2	408	https://www.orthodb.org/v10?query=10872at4891	Vacuolar amino acid transporter 1
10892at4891	Complete	h1tg000011l_path	56615	58030	+	563.6	349	https://www.orthodb.org/v10?query=10892at4891	Protein AFG1
10896at4891	Complete	h1tg000010l_path	255354	256610	+	259.0	237	https://www.orthodb.org/v10?query=10896at4891	PPM-type phosphatase domain
10924at4891	Complete	h1tg000014l_path	285241	283775	-	353.0	297	https://www.orthodb.org/v10?query=10924at4891	Actin family
10934at4891	Complete	h1tg000009l_path	532045	530798	-	669.4	345	https://www.orthodb.org/v10?query=10934at4891	Peptide chain release factor eRF1/aRF1
10963at4891	Complete	h1tg000016l_path	160472	161428	+	376.3	251	https://www.orthodb.org/v10?query=10963at4891	General transcription and DNA repair factor IIH
10968at4891	Complete	h1tg000009l_path	578020	576284	-	575.5	355	https://www.orthodb.org/v10?query=10968at4891	polyubiquitin-tagged protein recognition complex, Npl4 component
10975at4891	Complete	h1tg000014l_path	419421	417411	-	703.4	496	https://www.orthodb.org/v10?query=10975at4891	Nucleolar protein 9
11009at4891	Complete	h1tg000009l_path	135530	134160	-	455.9	325	https://www.orthodb.org/v10?query=11009at4891	ubiquinol-cytochrome c reductase core subunit 1
11034at4891	Missing
11037at4891	Complete	h1tg000005l_path	442340	443632	+	613.5	361	https://www.orthodb.org/v10?query=11037at4891	ATP-dependent RNA helicase DBP8
11039at4891	Complete	h1tg000009l_path	48519	47371	-	473.9	285	https://www.orthodb.org/v10?query=11039at4891	Methionine aminopeptidase 2
11107at4891	Missing
11155at4891	Missing
11161at4891	Complete	h1tg000002l_path	171876	170479	-	702.1	359	https://www.orthodb.org/v10?query=11161at4891	ATP-dependent RNA helicase DHH1
11184at4891	Complete	h1tg000005l_path	443990	445522	+	704.7	402	https://www.orthodb.org/v10?query=11184at4891	60S ribosomal export protein NMD3
11198at4891	Complete	h1tg000002l_path	399583	400746	+	712.4	350	https://www.orthodb.org/v10?query=11198at4891	Actin family
11201at4891	Complete	h1tg000002l_path	1245327	1263798	+	588.9	322	https://www.orthodb.org/v10?query=11201at4891	26S Proteasome regulatory subunit 6B
11232at4891	Complete	h1tg000002l_path	1168704	1167265	-	355.3	263	https://www.orthodb.org/v10?query=11232at4891	Svf1-like, C-terminal
11266at4891	Complete	h1tg000007l_path	416305	414862	-	675.0	371	https://www.orthodb.org/v10?query=11266at4891	ATP-dependent RNA helicase DBP5
11279at4891	Complete	h1tg000016l_path	839351	838164	-	685.7	320	https://www.orthodb.org/v10?query=11279at4891	Ketol-acid reductoisomerase, mitochondrial
11326at4891	Complete	h1tg000002l_path	1359726	1358410	-	407.2	283	https://www.orthodb.org/v10?query=11326at4891	Tetratricopeptide-like helical domain superfamily
11330at4891	Complete	h1tg000011l_path	318142	316700	-	660.7	421	https://www.orthodb.org/v10?query=11330at4891	Peptidase M24
11349at4891	Complete	h1tg000009l_path	347320	344645	-	534.6	497	https://www.orthodb.org/v10?query=11349at4891	Tetratricopeptide repeat
11350at4891	Complete	h1tg000002l_path	771872	775786	+	616.2	538	https://www.orthodb.org/v10?query=11350at4891	mRNA export factor Sac3
11365at4891	Complete	h1tg000012l_path	280704	279135	-	290.7	247	https://www.orthodb.org/v10?query=11365at4891	Nuclear polyadenylated RNA-binding protein NAB2
11379at4891	Complete	h1tg000002l_path	1299738	1301846	+	253.3	351	https://www.orthodb.org/v10?query=11379at4891	Pre-mRNA-splicing factor SYF1
11405at4891	Complete	h1tg000017l_path	871553	869130	-	766.4	577	https://www.orthodb.org/v10?query=11405at4891	Mitochondrial escape protein 2
11444at4891	Complete	h1tg000018l_path	234567	235670	+	582.6	326	https://www.orthodb.org/v10?query=11444at4891	Adenylosuccinate synthetase
11448at4891	Fragmented	h1tg000013l_path	374449	373634	-	365.7	233	https://www.orthodb.org/v10?query=11448at4891	DNA primase
11469at4891	Complete	h1tg000015l_path	513414	512257	-	577.2	310	https://www.orthodb.org/v10?query=11469at4891	tRNA N6-adenosine threonylcarbamoyltransferase
11530at4891	Complete	h1tg000009l_path	706644	705325	-	538.2	345	https://www.orthodb.org/v10?query=11530at4891	Similar to Saccharomyces cerevisiae YBR243C ALG7 UDP-N-acetyl-glucosamine-1-P transferase
11568at4891	Complete	h1tg000015l_path	398818	397595	-	346.0	253	https://www.orthodb.org/v10?query=11568at4891	WD40-repeat-containing domain
11569at4891	Complete	h1tg000007l_path	923434	922067	-	611.5	359	https://www.orthodb.org/v10?query=11569at4891	Gamma-glutamyl phosphate reductase
11586at4891	Complete	h1tg000007l_path	814258	812948	-	684.8	337	https://www.orthodb.org/v10?query=11586at4891	ATPase, AAA-type, conserved site
11624at4891	Missing
11625at4891	Complete	h1tg000013l_path	171760	173045	+	592.9	325	https://www.orthodb.org/v10?query=11625at4891	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
11626at4891	Complete	h1tg000003l_path	103208	101742	-	743.4	409	https://www.orthodb.org/v10?query=11626at4891	Dihydrolipoyl dehydrogenase
11682at4891	Complete	h1tg000012l_path	914785	913556	-	612.3	361	https://www.orthodb.org/v10?query=11682at4891	P-loop containing nucleoside triphosphate hydrolase protein
11696at4891	Complete	h1tg000017l_path	534504	532981	-	666.3	385	https://www.orthodb.org/v10?query=11696at4891	WD40-repeat-containing domain
11698at4891	Complete	h1tg000003l_path	251708	250113	-	416.9	305	https://www.orthodb.org/v10?query=11698at4891	Coatomer subunit delta
11745at4891	Complete	h1tg000012l_path	867723	866566	-	613.3	325	https://www.orthodb.org/v10?query=11745at4891	Tyrosine--tRNA ligase
11759at4891	Complete	h1tg000007l_path	71697	72992	+	571.1	344	https://www.orthodb.org/v10?query=11759at4891	1,3-beta-glucanosyltransferase
11780at4891	Complete	h1tg000014l_path	392244	393440	+	640.0	315	https://www.orthodb.org/v10?query=11780at4891	Ribonucleotide reductase small subunit
11796at4891	Complete	h1tg000007l_path	611804	610257	-	270.3	308	https://www.orthodb.org/v10?query=11796at4891	Mannosyltransferase
11809at4891	Complete	h1tg000015l_path	392531	390495	-	244.3	275	https://www.orthodb.org/v10?query=11809at4891	PAN2-PAN3 deadenylation complex subunit PAN3
11823at4891	Complete	h1tg000015l_path	387817	389154	+	537.6	337	https://www.orthodb.org/v10?query=11823at4891	THIF-type NAD/FAD binding fold
11825at4891	Complete	h1tg000002l_path	190927	192261	+	427.8	338	https://www.orthodb.org/v10?query=11825at4891	Winged helix-like DNA-binding domain superfamily
11838at4891	Complete	h1tg000012l_path	182576	184243	+	568.9	395	https://www.orthodb.org/v10?query=11838at4891	P-loop containing nucleoside triphosphate hydrolase protein
11851at4891	Complete	h1tg000002l_path	251598	253748	+	342.8	463	https://www.orthodb.org/v10?query=11851at4891	Nucleoporin NUP84
11866at4891	Complete	h1tg000014l_path	421504	419801	-	810.5	474	https://www.orthodb.org/v10?query=11866at4891	GroEL-like apical domain superfamily
11876at4891	Complete	h1tg000007l_path	445108	446268	+	682.4	348	https://www.orthodb.org/v10?query=11876at4891	Ribosomal protein L3
11892at4891	Complete	h1tg000002l_path	666741	665323	-	530.5	344	https://www.orthodb.org/v10?query=11892at4891	Membrane protein TMS1
11902at4891	Complete	h1tg000011l_path	536184	538145	+	216.9	230	https://www.orthodb.org/v10?query=11902at4891	P-loop containing nucleoside triphosphate hydrolase
11916at4891	Complete	h1tg000012l_path	844065	845168	+	577.4	324	https://www.orthodb.org/v10?query=11916at4891	P-loop containing nucleoside triphosphate hydrolase protein
11940at4891	Duplicated	h1tg000016l_path	296083	294110	-	686.3	504	https://www.orthodb.org/v10?query=11940at4891	Transmembrane 9 superfamily member
11940at4891	Duplicated	h1tg000002l_path	670972	668990	-	646.9	503	https://www.orthodb.org/v10?query=11940at4891	Transmembrane 9 superfamily member
11978at4891	Duplicated	h1tg000013l_path	222521	221115	-	787.4	404	https://www.orthodb.org/v10?query=11978at4891	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
11978at4891	Duplicated	h1tg000011l_path	322578	323984	+	776.7	402	https://www.orthodb.org/v10?query=11978at4891	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
12025at4891	Complete	h1tg000007l_path	187286	189503	+	270.6	400	https://www.orthodb.org/v10?query=12025at4891	Putative N-terminal acetyltransferase complex subunit
12039at4891	Complete	h1tg000007l_path	138148	136874	-	717.9	368	https://www.orthodb.org/v10?query=12039at4891	Tryptophanyl-tRNA synthetase
12044at4891	Complete	h1tg000015l_path	531221	532474	+	223.3	200	https://www.orthodb.org/v10?query=12044at4891	DUF300-domain-containing protein
12110at4891	Complete	h1tg000010l_path	164625	163204	-	364.5	302	https://www.orthodb.org/v10?query=12110at4891	Aminoacyl-tRNA synthetase, class II
12111at4891	Missing
12134at4891	Complete	h1tg000018l_path	364635	360824	-	510.2	564	https://www.orthodb.org/v10?query=12134at4891	THO complex, subunitTHOC2, C-terminal
12169at4891	Complete	h1tg000012l_path	695617	697428	+	719.6	433	https://www.orthodb.org/v10?query=12169at4891	Pescadillo homolog
12175at4891	Complete	h1tg000007l_path	662092	660239	-	678.1	477	https://www.orthodb.org/v10?query=12175at4891	Membrane bound O-acyl transferase, MBOAT
12194at4891	Complete	h1tg000007l_path	53094	49956	-	683.8	688	https://www.orthodb.org/v10?query=12194at4891	RNA polymerase-associated protein CTR9
12225at4891	Complete	h1tg000015l_path	50073	53360	+	545.8	744	https://www.orthodb.org/v10?query=12225at4891	Exportin-T
12232at4891	Complete	h1tg000018l_path	280341	281408	+	523.7	297	https://www.orthodb.org/v10?query=12232at4891	N-terminal nucleophile aminohydrolase
12237at4891	Complete	h1tg000018l_path	297527	295866	-	259.7	309	https://www.orthodb.org/v10?query=12237at4891	WD40-repeat-containing domain
12254at4891	Complete	h1tg000011l_path	546834	547946	+	624.1	309	https://www.orthodb.org/v10?query=12254at4891	Pyruvate dehydrogenase E1 component subunit alpha
12256at4891	Missing
12258at4891	Complete	h1tg000002l_path	438161	439477	+	680.6	346	https://www.orthodb.org/v10?query=12258at4891	26S Proteasome regulatory subunit 4
12292at4891	Missing
12307at4891	Complete	h1tg000002l_path	183021	181192	-	357.7	330	https://www.orthodb.org/v10?query=12307at4891	Sas10 C-terminal domain
12308at4891	Fragmented	h1tg000002l_path	675528	674257	-	558.1	357	https://www.orthodb.org/v10?query=12308at4891	Carbohydrate kinase, FGGY, C-terminal
12314at4891	Complete	h1tg000017l_path	809758	808679	-	479.4	289	https://www.orthodb.org/v10?query=12314at4891	Cytochrome b5-like heme/steroid binding domain
12332at4891	Complete	h1tg000013l_path	171502	170006	-	439.2	353	https://www.orthodb.org/v10?query=12332at4891	Protein SHQ1
12347at4891	Missing
12349at4891	Complete	h1tg000011l_path	60617	59618	-	328.3	223	https://www.orthodb.org/v10?query=12349at4891	ribosomal protein L2
12381at4891	Complete	h1tg000013l_path	378643	379935	+	380.2	301	https://www.orthodb.org/v10?query=12381at4891	WD40-repeat-containing domain
12422at4891	Complete	h1tg000016l_path	732732	734063	+	695.6	384	https://www.orthodb.org/v10?query=12422at4891	Pyridoxal phosphate-dependent transferase
12445at4891	Complete	h1tg000007l_path	738211	736928	-	515.2	331	https://www.orthodb.org/v10?query=12445at4891	Nicotinate phosphoribosyltransferase
12450at4891	Complete	h1tg000018l_path	701455	700496	-	404.2	258	https://www.orthodb.org/v10?query=12450at4891	4-hydroxybenzoate polyprenyltransferase, mitochondrial
12468at4891	Complete	h1tg000015l_path	375711	378819	+	421.8	581	https://www.orthodb.org/v10?query=12468at4891	Armadillo-type fold
12469at4891	Complete	h1tg000014l_path	531906	533588	+	396.6	374	https://www.orthodb.org/v10?query=12469at4891	Leucine-rich repeat, cysteine-containing subtype
12487at4891	Complete	h1tg000007l_path	883440	884600	+	546.1	308	https://www.orthodb.org/v10?query=12487at4891	Carbamoyl-phosphate synthase arginine-specific small chain
12502at4891	Complete	h1tg000007l_path	625467	626856	+	411.8	321	https://www.orthodb.org/v10?query=12502at4891	SUN domain
12523at4891	Complete	h1tg000009l_path	691571	690282	-	413.0	285	https://www.orthodb.org/v10?query=12523at4891	mRNA cap guanine-N7 methyltransferase
12541at4891	Complete	h1tg000018l_path	413525	416131	+	782.3	396	https://www.orthodb.org/v10?query=12541at4891	ATP-dependent RNA helicase DBP2
12549at4891	Complete	h1tg000016l_path	371757	373061	+	635.8	305	https://www.orthodb.org/v10?query=12549at4891	Mitogen-activated protein kinase
12560at4891	Missing
12562at4891	Complete	h1tg000011l_path	484653	487034	+	360.0	403	https://www.orthodb.org/v10?query=12562at4891	Conserved oligomeric Golgi complex subunit 3
12567at4891	Missing
12584at4891	Complete	h1tg000002l_path	1005733	1008729	+	704.9	564	https://www.orthodb.org/v10?query=12584at4891	P-type ATPase
12627at4891	Complete	h1tg000017l_path	396141	394819	-	507.1	338	https://www.orthodb.org/v10?query=12627at4891	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial
12629at4891	Complete	h1tg000012l_path	733105	731714	-	370.4	368	https://www.orthodb.org/v10?query=12629at4891	Ammonium transporter
12635at4891	Complete	h1tg000004l_path	46577	44625	-	593.1	444	https://www.orthodb.org/v10?query=12635at4891	Galactose oxidase
12664at4891	Complete	h1tg000015l_path	571926	573659	+	497.7	339	https://www.orthodb.org/v10?query=12664at4891	Uroporphyrin-III C-methyltransferase
12680at4891	Complete	h1tg000015l_path	404359	405336	+	277.3	237	https://www.orthodb.org/v10?query=12680at4891	WD40-repeat-containing domain
12684at4891	Complete	h1tg000010l_path	140204	141451	+	750.2	400	https://www.orthodb.org/v10?query=12684at4891	Phosphoglycerate kinase
12717at4891	Complete	h1tg000002l_path	551866	552942	+	570.0	310	https://www.orthodb.org/v10?query=12717at4891	Uroporphyrinogen decarboxylase
12728at4891	Complete	h1tg000018l_path	117372	118787	+	614.4	363	https://www.orthodb.org/v10?query=12728at4891	Homoserine O-acetyltransferase
12732at4891	Complete	h1tg000014l_path	306097	307800	+	299.7	284	https://www.orthodb.org/v10?query=12732at4891	Amino-acid acetyltransferase, mitochondrial
12737at4891	Complete	h1tg000011l_path	198743	200775	+	259.7	316	https://www.orthodb.org/v10?query=12737at4891	Mediator of RNA polymerase II transcription subunit 17
12784at4891	Missing
12794at4891	Fragmented	h1tg000016l_path	518075	519508	+	202.3	168	https://www.orthodb.org/v10?query=12794at4891	Ankyrin repeat-containing domain
12814at4891	Complete	h1tg000011l_path	257818	256268	-	621.7	377	https://www.orthodb.org/v10?query=12814at4891	Aspartokinase
12837at4891	Complete	h1tg000014l_path	130632	129295	-	599.1	352	https://www.orthodb.org/v10?query=12837at4891	Bifunctional 6-phosphofructo-2-kinase/fructose-2,6-bisphosphate 2-phosphatase
12947at4891	Complete	h1tg000001l_path	154954	156228	+	397.9	307	https://www.orthodb.org/v10?query=12947at4891	WD40-repeat-containing domain
12956at4891	Fragmented	h1tg000002l_path	326272	324170	-	321.7	351	https://www.orthodb.org/v10?query=12956at4891	E3 ubiquitin protein ligase
12973at4891	Complete	h1tg000007l_path	545442	546749	+	577.4	317	https://www.orthodb.org/v10?query=12973at4891	26S Proteasome regulatory subunit 6A
12980at4891	Fragmented	h1tg000018l_path	510165	509242	-	281.4	209	https://www.orthodb.org/v10?query=12980at4891	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
13029at4891	Complete	h1tg000016l_path	988801	990536	+	434.3	397	https://www.orthodb.org/v10?query=13029at4891	Zinc finger, RING-type
13051at4891	Complete	h1tg000005l_path	235360	236804	+	414.0	271	https://www.orthodb.org/v10?query=13051at4891	tRNA (guanine(37)-N1)-methyltransferase
13102at4891	Complete	h1tg000012l_path	997156	998277	+	656.1	329	https://www.orthodb.org/v10?query=13102at4891	Histone acetyltransferase GCN5
13106at4891	Complete	h1tg000011l_path	196873	198432	+	471.9	318	https://www.orthodb.org/v10?query=13106at4891	26S proteasome non-ATPase regulatory subunit 3
13112at4891	Complete	h1tg000018l_path	199987	198464	-	308.7	263	https://www.orthodb.org/v10?query=13112at4891	Iron hydrogenase
13129at4891	Fragmented	h1tg000002l_path	242659	244366	+	255.1	221	https://www.orthodb.org/v10?query=13129at4891	Ubiquitin specific protease, conserved site
13150at4891	Complete	h1tg000017l_path	466106	467834	+	365.9	242	https://www.orthodb.org/v10?query=13150at4891	Zinc finger, MYND-type
13164at4891	Complete	h1tg000003l_path	147139	148452	+	449.4	294	https://www.orthodb.org/v10?query=13164at4891	tRNA pseudouridine synthase
13193at4891	Complete	h1tg000015l_path	296618	299212	+	422.8	535	https://www.orthodb.org/v10?query=13193at4891	actin-like ATPase domain-containing protein
13197at4891	Complete	h1tg000012l_path	92729	93799	+	530.1	280	https://www.orthodb.org/v10?query=13197at4891	Cytoplasmic tRNA 2-thiolation protein 1
13235at4891	Complete	h1tg000010l_path	239723	241228	+	512.3	322	https://www.orthodb.org/v10?query=13235at4891	Putative lipase ATG15
13241at4891	Complete	h1tg000016l_path	384674	382620	-	514.6	514	https://www.orthodb.org/v10?query=13241at4891	Pre-mRNA-splicing factor CLF1
13243at4891	Fragmented	h1tg000002l_path	1304012	1305319	+	439.4	304	https://www.orthodb.org/v10?query=13243at4891	DNA polymerase, Y-family, little finger domain
13259at4891	Complete	h1tg000007l_path	337612	335005	-	826.6	669	https://www.orthodb.org/v10?query=13259at4891	DNA ligase
13280at4891	Missing
13290at4891	Complete	h1tg000012l_path	467938	474429	+	733.1	404	https://www.orthodb.org/v10?query=13290at4891	Delta(24(24(1)))-sterol reductase
13293at4891	Complete	h1tg000007l_path	432042	430667	-	409.8	283	https://www.orthodb.org/v10?query=13293at4891	Ribonuclease Nob1, eukaryote
13303at4891	Complete	h1tg000002l_path	424348	425799	+	438.8	297	https://www.orthodb.org/v10?query=13303at4891	Kinase-like protein
13320at4891	Complete	h1tg000011l_path	374452	373358	-	441.1	288	https://www.orthodb.org/v10?query=13320at4891	WD40-repeat-containing domain
13326at4891	Complete	h1tg000016l_path	493404	492019	-	601.9	365	https://www.orthodb.org/v10?query=13326at4891	Mitochondrial-processing peptidase subunit beta
13347at4891	Fragmented	h1tg000015l_path	285713	286432	+	279.8	194	https://www.orthodb.org/v10?query=13347at4891	V-type proton ATPase subunit C
13383at4891	Complete	h1tg000016l_path	237746	235104	-	497.7	589	https://www.orthodb.org/v10?query=13383at4891	TOG domain
13388at4891	Complete	h1tg000007l_path	1031522	1029714	-	538.1	395	https://www.orthodb.org/v10?query=13388at4891	Rab proteins geranylgeranyltransferase component A
13407at4891	Complete	h1tg000016l_path	566408	565029	-	436.7	346	https://www.orthodb.org/v10?query=13407at4891	Tubulin gamma chain
13437at4891	Complete	h1tg000007l_path	238914	240377	+	434.4	358	https://www.orthodb.org/v10?query=13437at4891	Glutathione synthetase
13501at4891	Complete	h1tg000016l_path	228520	225464	-	182.7	413	https://www.orthodb.org/v10?query=13501at4891	Guanine nucleotide exchange factor
13503at4891	Complete	h1tg000007l_path	817838	818860	+	438.2	277	https://www.orthodb.org/v10?query=13503at4891	GPN-loop GTPase
13507at4891	Complete	h1tg000001l_path	171656	170352	-	358.9	248	https://www.orthodb.org/v10?query=13507at4891	Kinase-like protein
13519at4891	Missing
13590at4891	Complete	h1tg000005l_path	400859	399399	-	143.2	223	https://www.orthodb.org/v10?query=13590at4891	Maintenance of telomere capping protein 6
13634at4891	Complete	h1tg000016l_path	764185	762765	-	498.5	336	https://www.orthodb.org/v10?query=13634at4891	Septin
13648at4891	Complete	h1tg000002l_path	1455283	1454150	-	655.9	338	https://www.orthodb.org/v10?query=13648at4891	S-adenosylmethionine synthase
13656at4891	Complete	h1tg000007l_path	59089	60357	+	487.3	322	https://www.orthodb.org/v10?query=13656at4891	Pyridoxal phosphate-dependent transferase
13703at4891	Complete	h1tg000009l_path	571129	569787	-	596.7	372	https://www.orthodb.org/v10?query=13703at4891	Prephenate dehydrogenase
13721at4891	Complete	h1tg000013l_path	278503	279873	+	455.7	307	https://www.orthodb.org/v10?query=13721at4891	Protein TED1
13726at4891	Complete	h1tg000007l_path	679782	680963	+	391.7	285	https://www.orthodb.org/v10?query=13726at4891	Phosphoserine aminotransferase
13733at4891	Complete	h1tg000011l_path	158923	157655	-	521.4	328	https://www.orthodb.org/v10?query=13733at4891	Mannose-6-phosphate isomerase
13738at4891	Complete	h1tg000011l_path	453315	454772	+	542.9	322	https://www.orthodb.org/v10?query=13738at4891	Cytochrome c oxidase assembly protein COX15
13757at4891	Complete	h1tg000009l_path	691880	694393	+	677.8	548	https://www.orthodb.org/v10?query=13757at4891	p-loop containing nucleoside triphosphate hydrolase protein
13765at4891	Missing
13776at4891	Complete	h1tg000010l_path	219396	220697	+	561.6	336	https://www.orthodb.org/v10?query=13776at4891	Threonine synthase
13777at4891	Complete	h1tg000007l_path	263813	265354	+	548.8	346	https://www.orthodb.org/v10?query=13777at4891	Aminoacyl-tRNA synthetase, class I, anticodon-binding
13806at4891	Complete	h1tg000003l_path	90315	88144	-	482.3	420	https://www.orthodb.org/v10?query=13806at4891	Enhancer of polycomb-like protein
13807at4891	Complete	h1tg000015l_path	425840	421679	-	882.8	839	https://www.orthodb.org/v10?query=13807at4891	HECT domain
13820at4891	Missing
13823at4891	Complete	h1tg000011l_path	192788	194134	+	418.4	295	https://www.orthodb.org/v10?query=13823at4891	Endonuclease/exonuclease/phosphatase
13847at4891	Complete	h1tg000012l_path	284695	286128	+	483.2	314	https://www.orthodb.org/v10?query=13847at4891	UbiB domain
13859at4891	Complete	h1tg000002l_path	121602	119146	-	743.7	587	https://www.orthodb.org/v10?query=13859at4891	Ubiquitin conjugation factor E4, core
13862at4891	Missing
13866at4891	Complete	h1tg000002l_path	159619	160746	+	580.8	333	https://www.orthodb.org/v10?query=13866at4891	S-(hydroxymethyl)glutathione dehydrogenase
13867at4891	Complete	h1tg000012l_path	411439	410228	-	673.7	327	https://www.orthodb.org/v10?query=13867at4891	26S proteasome regulatory subunit 8
13869at4891	Complete	h1tg000002l_path	232664	233884	+	485.0	298	https://www.orthodb.org/v10?query=13869at4891	Vacuolar calcium ion transporter
13874at4891	Complete	h1tg000016l_path	543433	542090	-	504.7	340	https://www.orthodb.org/v10?query=13874at4891	Glycylpeptide N-tetradecanoyltransferase
13875at4891	Complete	h1tg000011l_path	439472	440821	+	606.9	358	https://www.orthodb.org/v10?query=13875at4891	Rab GDP dissociation inhibitor
13909at4891	Complete	h1tg000014l_path	559006	557660	-	793.0	378	https://www.orthodb.org/v10?query=13909at4891	Actin family
13923at4891	Complete	h1tg000016l_path	848876	847501	-	343.4	269	https://www.orthodb.org/v10?query=13923at4891	Metallo-dependent phosphatase
13964at4891	Complete	h1tg000015l_path	88799	86448	-	575.7	456	https://www.orthodb.org/v10?query=13964at4891	ABC transporter type 1, transmembrane domain
13973at4891	Complete	h1tg000005l_path	232562	233713	+	533.9	292	https://www.orthodb.org/v10?query=13973at4891	Deoxyhypusine synthase
14015at4891	Complete	h1tg000013l_path	291725	290493	-	360.4	232	https://www.orthodb.org/v10?query=14015at4891	cAMP-dependent protein kinase regulatory subunit
14020at4891	Complete	h1tg000016l_path	76735	74582	-	254.1	384	https://www.orthodb.org/v10?query=14020at4891	K Homology domain
14024at4891	Complete	h1tg000018l_path	197884	196391	-	608.8	376	https://www.orthodb.org/v10?query=14024at4891	Glucose-6-phosphate 1-dehydrogenase
14054at4891	Complete	h1tg000016l_path	963896	964978	+	468.3	285	https://www.orthodb.org/v10?query=14054at4891	Dihydroorotase
14055at4891	Complete	h1tg000014l_path	567555	568541	+	426.9	262	https://www.orthodb.org/v10?query=14055at4891	P-loop containing nucleoside triphosphate hydrolase protein
14062at4891	Complete	h1tg000007l_path	628398	627049	-	447.2	329	https://www.orthodb.org/v10?query=14062at4891	IMP-specific 5'-nucleotidase 1
14069at4891	Complete	h1tg000007l_path	793107	794420	+	604.0	316	https://www.orthodb.org/v10?query=14069at4891	Histone acetyltransferase
14108at4891	Complete	h1tg000005l_path	484724	486022	+	559.5	342	https://www.orthodb.org/v10?query=14108at4891	Farnesyl-diphosphate farnesyltransferase
